Id;ProductName;CategoryId;CategoryName;AveragePrice
1;Rogale impulsowe 18;15;Słodycze;2.69
2;Znicze, wkłady 219;5;Niespożywcze;4.14
3;Nabiał REG 161;17;Spożywka świeża;1.98
4;Soki i nektary powyżej 0,5 L 309;11;Napoje;2.17
5;Pyzy, kopytka, kluski śląskie mrożone 28;4;Mrożonki;5.69
6;Chleb gatunkowy 460;12;Pieczywo;3.74
8;Batony impulsowe 458;15;Słodycze;2.98
9;Krakersy, talarki 52;16;Słone przekąski;3.22
10;Chipsy duże powyżej 101g 237;16;Słone przekąski;4.72
11;Warzywa, owoce, rośliny REG 112;18;Warzywa & Owoce & Rośliny;7.10
14;Dania gotowe mięsne 9;10;Dania gotowe;18.20
15;Przekąski orzechowe 120;16;Słone przekąski;6.08
16;Jaja 72;17;Spożywka świeża;6.69
17;Naleśniki, racuchy, gofry 19;10;Dania gotowe;4.59
18;Kawa z kawomatu 78;6;Żabka Cafe;5.16
19;Herbata rozpuszczalna 14;2;Artykuły spożywcze;4.03
20;Napoje gazowane typu cola powyżej 1,4 L 20;11;Napoje;4.56
21;Płatki 77;2;Artykuły spożywcze;3.99
22;Produkty rozmrażane nieodpiekane 59;6;Żabka Cafe;1.49
23;Wypieki regionalne REG 53;6;Żabka Cafe;6.50
24;Sery żółte kostka 34;17;Spożywka świeża;9.51
25;Parówki 7;17;Spożywka świeża;3.99
26;Czekolady duże 89;15;Słodycze;5.99
27;Napoje niegazowane do 0,5 L 280;11;Napoje;2.76
28;Piwo specjalne puszka 27;13;Piwo;3.20
29;Kiełbasy suche i świeże 258;17;Spożywka świeża;4.93
30;Akcesoria kosmetyczne 125;5;Niespożywcze;14.99
31;Piwo mocne puszka 47;13;Piwo;2.49
32;Przyprawy sypkie mono 112;2;Artykuły spożywcze;1.70
33;Sosy świata 24;2;Artykuły spożywcze;2.00
34;Warzywa, owoce, rośliny REG 35;18;Warzywa & Owoce & Rośliny;12.44
35;Parówki 66;17;Spożywka świeża;4.13
36;Piwo jasne mainstream puszka 45;13;Piwo;10.57
37;Ciasta pakowane 106;12;Pieczywo;7.99
38;Akcesoria party 134;5;Niespożywcze;2.58
39;Sałatki rybne 31;2;Artykuły spożywcze;7.92
40;Pizza ZC 26;6;Żabka Cafe;3.43
41;Ciastka czekoladowe 174;15;Słodycze;8.99
43;Batony impulsowe 464;15;Słodycze;3.47
44;Pozostałe wędliny luz 182;17;Spożywka świeża;10.53
45;Przyprawy sypkie mix 19;2;Artykuły spożywcze;2.72
47;Napoje izotoniczne powyżej 0,5 L 62;11;Napoje;1.98
48;Woda niegazowana powyżej 1 L 13;11;Napoje;2.07
49;Pieczywo REG 7;12;Pieczywo;1.03
50;Piwo jasne mainstream puszka 22;13;Piwo;2.81
51;Kostki toaletowe 114;5;Niespożywcze;6.99
52;Serek 20;17;Spożywka świeża;2.93
53;Soki i nektary powyżej 0,5 L 113;11;Napoje;5.29
54;Karma dla kota mokra puszki 8;5;Niespożywcze;4.77
55;Jogurty pitne 210;17;Spożywka świeża;2.41
56;Dania gotowe REG 36;10;Dania gotowe;10.52
57;Sosy zimne, dressingi 239;2;Artykuły spożywcze;4.86
58;Herbata mrożona powyżej 1 L 17;11;Napoje;5.34
59;Pozostałe wina 44;20;Wino;11.99
60;Fast food paczkowany 2;10;Dania gotowe;6.67
61;Soki przecierowe do 0,5 L 74;11;Napoje;2.17
64;Wino białe półsłodkie 22;20;Wino;17.99
65;Bułka zwykła 582;12;Pieczywo;2.67
67;Pudding 29;17;Spożywka świeża;1.59
69;Kabanosy 106;17;Spożywka świeża;6.47
70;Czekolady małe 66;15;Słodycze;1.99
71;Napoje mleczne 68;17;Spożywka świeża;6.56
72;Napoje gazowane typu cola 0,6-1,4 L 25;11;Napoje;2.96
73;Płyny do płukania 128;5;Niespożywcze;10.99
74;Mleko UHT 67;17;Spożywka świeża;3.78
75;Galaretki 15;2;Artykuły spożywcze;1.59
76;Niespożywcze REG 35;5;Niespożywcze;2.18
77;Wafle impulsowe 171;15;Słodycze;1.23
78;Dania gotowe instant 83;2;Artykuły spożywcze;2.99
80;Szynka, polędwica, schab luz 44;17;Spożywka świeża;43.18
81;Sosy do podgrzania 132;2;Artykuły spożywcze;4.49
82;Wino czerwone słodkie 41;20;Wino;23.98
83;Chipsy duże powyżej 101g 261;16;Słone przekąski;4.38
84;Gumy rozpuszczalne, balonowe 83;15;Słodycze;2.67
86;Jogurty smakowe małe do 200 g 250;17;Spożywka świeża;2.64
87;Chleb gatunkowy 453;12;Pieczywo;2.52
88;Herbata mrożona do 1 L 22;11;Napoje;3.36
89;Warzywa, owoce, rośliny REG 6;18;Warzywa & Owoce & Rośliny;7.62
90;Chleb gatunkowy 443;12;Pieczywo;3.65
91;Kawa z kawomatu 69;6;Żabka Cafe;3.50
92;Zabawki dla dzieci 643;5;Niespożywcze;10.99
93;Bułka zwykła odpiekana 93;12;Pieczywo;0.99
94;Żelki, żujki, pianki 1;15;Słodycze;4.02
95;Czekolady małe 166;15;Słodycze;3.42
96;Karma dla kota mokra saszetki 43;5;Niespożywcze;2.58
97;Kawa z kawomatu 43;6;Żabka Cafe;4.99
99;Ryby wędzone 59;17;Spożywka świeża;3.70
100;Olej 192;2;Artykuły spożywcze;7.34
102;Napoje izotoniczne powyżej 0,5 L 37;11;Napoje;2.29
103;Sery żółte kostka 11;17;Spożywka świeża;18.05
104;Jogurty smakowe duże powyżej 201 g 47;17;Spożywka świeża;1.39
105;Mrożone owoce morza 16;4;Mrożonki;6.98
106;Pozostałe desery mleczne 185;17;Spożywka świeża;1.77
107;Brandy, koniak 24;1;Alkohol;56.98
108;Napoje witaminowe 33;11;Napoje;1.90
109;Desery dla dzieci 37;5;Niespożywcze;5.31
110;Pozostałe wędliny luz 32;17;Spożywka świeża;18.39
111;Cukierki twarde 21;15;Słodycze;4.46
113;Kiełbasy suche i świeże 260;17;Spożywka świeża;7.77
115;Herbata czarna ekspresowa 35;2;Artykuły spożywcze;6.01
116;Piwo bezalkoholowe butelka 18;13;Piwo;3.48
118;Chipsy średnie 51-100g 122;16;Słone przekąski;2.98
119;Książki 95;5;Niespożywcze;20.44
120;Akcesoria party 97;5;Niespożywcze;3.49
121;Soki i nektary powyżej 0,5 L 274;11;Napoje;3.11
123;Płatki 68;2;Artykuły spożywcze;3.67
124;Serek 238;17;Spożywka świeża;3.65
125;Piwo jasne premium puszka 35;13;Piwo;2.35
126;Wafle impulsowe 86;15;Słodycze;1.50
127;Zupy na ciepło 45;10;Dania gotowe;4.68
128;Produkty rozmrażane nieodpiekane 55;6;Żabka Cafe;2.49
129;Napoje gazowane flavoured 0,6-1,4 L 47;11;Napoje;3.77
130;Kiełbasy świeże luz 248;17;Spożywka świeża;9.37
131;Dodatki do ciast i deserów 21;2;Artykuły spożywcze;1.29
132;Pozostałe wędliny paczkowane 9;17;Spożywka świeża;3.65
133;Musztardy 200;2;Artykuły spożywcze;2.94
134;Tuńczyk 74;2;Artykuły spożywcze;6.93
135;Pieczywo REG 52;12;Pieczywo;2.07
136;Pozostałe przetwory mleczne 15;17;Spożywka świeża;3.45
137;Napoje REG 4;11;Napoje;3.22
139;Pozostałe przetwory mleczne 6;17;Spożywka świeża;10.32
140;Lody do 500ml 229;21;Lody;8.63
141;Piwo REG 9;13;Piwo;5.41
142;Akcesoria kosmetyczne 96;5;Niespożywcze;5.99
143;Kiełbasy suche i wędzone luz 226;17;Spożywka świeża;24.00
144;Pozostałe niespożywcze 5680;5;Niespożywcze;5.99
145;Kawa z kawomatu 41;6;Żabka Cafe;4.99
146;Batony impulsowe 472;15;Słodycze;5.61
147;Kabanosy 116;17;Spożywka świeża;2.84
148;Chleb zwykły długoterminowy 45;12;Pieczywo;3.65
149;Piwo bezalkoholowe butelka 11;13;Piwo;4.27
150;Wermut 2;20;Wino;39.48
151;Produkty rozmrażane nieodpiekane 85;6;Żabka Cafe;1.86
152;Jogurty naturalne 111;17;Spożywka świeża;2.27
153;Surówki regionalne 153;3;Szybkie przekąski;3.99
154;Dania mrożone rybne 68;4;Mrożonki;11.88
155;Wódki gatunkowe mainstream do 0,5 L 75;1;Alkohol;22.72
157;Karma dla psa mokra puszki 11;5;Niespożywcze;5.79
158;Bakalie 335;2;Artykuły spożywcze;6.51
159;Chleb zwykły długoterminowy 77;12;Pieczywo;3.93
160;Napoje gazowane flavoured powyżej 1,4 L 154;11;Napoje;4.73
161;Wino czerwone wytrawne 49;20;Wino;114.55
162;Paluszki, precelki 39;16;Słone przekąski;1.99
163;Mięso drobiowe luz 36;17;Spożywka świeża;6.32
164;Ziemniaki 45;18;Warzywa & Owoce & Rośliny;2.50
165;Produkty odpiekane słodkie 28;6;Żabka Cafe;1.99
166;Plastry 285;17;Spożywka świeża;4.45
167;Warzywa, owoce, rośliny REG 284;18;Warzywa & Owoce & Rośliny;1.93
168;Żelki, żujki, pianki 175;15;Słodycze;2.52
169;Wódki czyste ekonomiczne do 0,2 L 8;1;Alkohol;9.13
170;Karma dla kota mokra puszki 61;5;Niespożywcze;3.49
172;Przetwory z warzyw 567;2;Artykuły spożywcze;3.66
173;Pozostałe wędliny luz 33;17;Spożywka świeża;17.47
174;Pieczywo REG 67;12;Pieczywo;1.08
175;Dodatki do ciast i deserów 891;2;Artykuły spożywcze;5.30
176;Tradycyjne zestawy obiadowe 54;10;Dania gotowe;7.40
177;Czekolady małe 139;15;Słodycze;2.68
179;Warzywa, owoce, rośliny REG 148;18;Warzywa & Owoce & Rośliny;5.47
180;Herbata zielona, czerwona, biała ekspres 92;2;Artykuły spożywcze;6.99
181;Sery żółte luz 59;17;Spożywka świeża;26.37
182;Galarty, galantyny luz 18;17;Spożywka świeża;5.79
183;Karma dla psa sucha przekąski 22;5;Niespożywcze;4.99
184;Szynka, polędwica, schab luz 39;17;Spożywka świeża;35.16
186;Żelki, żujki, pianki 125;15;Słodycze;4.13
187;Wino białe półsłodkie 11;20;Wino;16.65
189;Jogurty naturalne 104;17;Spożywka świeża;1.80
190;Draże impulsowe 111;15;Słodycze;2.99
191;Kawa z kawomatu 62;6;Żabka Cafe;4.99
192;Napoje energetyczne do 0,4 L 79;11;Napoje;4.80
193;Ciasta świeże CL 19;6;Żabka Cafe;2.49
194;Chleb gatunkowy długoterminowy 1;12;Pieczywo;3.54
195;Zupy instant 190;2;Artykuły spożywcze;1.00
196;Art. Spożywcze REG 10;2;Artykuły spożywcze;4.09
198;Produkty odpiekane słodkie 29;6;Żabka Cafe;2.19
201;Akcesoria dekoracyjne 232;5;Niespożywcze;3.19
202;Lody na patyku 250;21;Lody;4.52
203;Wafle impulsowe 39;15;Słodycze;1.04
205;Napoje niegazowane do 0,5 L 303;11;Napoje;2.13
206;Wódki gatunkowe mainstream do 0,2 L 81;1;Alkohol;11.49
207;Plastry 188;17;Spożywka świeża;5.97
208;Książki 89;5;Niespożywcze;15.39
210;Herbata z kawomatu 19;6;Żabka Cafe;2.97
211;Parówki luz 33;17;Spożywka świeża;4.39
212;Batony impulsowe 58;15;Słodycze;1.60
213;Kabanosy luz 2;17;Spożywka świeża;18.95
214;Bombonierki 315;15;Słodycze;6.99
215;Mięso, wędliny, garmażerka REG 188;17;Spożywka świeża;34.72
216;Ciasta do przygotowania 46;2;Artykuły spożywcze;5.40
217;Ryby, przetwory rybne, owoce morza REG 4;17;Spożywka świeża;13.96
218;Znicze, wkłady 211;5;Niespożywcze;1.69
219;Żelki, żujki, pianki 151;15;Słodycze;3.99
220;Ciasta do przygotowania 24;2;Artykuły spożywcze;5.12
221;Piwo bezalkoholowe puszka 11;13;Piwo;2.28
222;Jabłka 3;18;Warzywa & Owoce & Rośliny;4.82
223;Zioła 6;18;Warzywa & Owoce & Rośliny;4.71
224;Desery 28;3;Szybkie przekąski;6.99
225;Wino białe półwytrawne 38;20;Wino;16.17
226;Pozostałe lody impulsowe 9;21;Lody;3.55
228;Produkty rozmrażane nieodpiekane 52;6;Żabka Cafe;4.88
229;Napoje witaminowe 44;11;Napoje;3.79
230;Żelki, żujki, pianki 58;15;Słodycze;3.49
232;Jabłka 28;18;Warzywa & Owoce & Rośliny;3.81
233;Mrożone warzywa 160;4;Mrożonki;5.84
234;Kabanosy luz 18;17;Spożywka świeża;16.18
235;Nabiał REG 19;17;Spożywka świeża;4.88
236;Piwo radler puszka 33;13;Piwo;3.60
237;Piwo specjalne butelka 173;13;Piwo;3.84
238;Sałatki mięsne 23;3;Szybkie przekąski;2.14
241;Sosy zimne, dressingi 50;2;Artykuły spożywcze;4.95
242;Napoje niegazowane do 0,5 L 339;11;Napoje;2.99
243;Soki przecierowe powyżej 0,5 L 11;11;Napoje;3.91
244;Wino czerwone wytrawne 285;20;Wino;21.99
245;Przekąski za 2 zł 76;16;Słone przekąski;1.98
246;Warzywa, owoce, rośliny REG 249;18;Warzywa & Owoce & Rośliny;9.80
247;Zioła 12;18;Warzywa & Owoce & Rośliny;1.29
248;Napoje niegazowane do 0,5 L 271;11;Napoje;2.41
249;Przetwory z warzyw 100;2;Artykuły spożywcze;4.60
250;Woda gazowana do 1 L 14;11;Napoje;1.86
251;Znicze, wkłady 251;5;Niespożywcze;7.62
252;Wypieki regionalne REG 39;6;Żabka Cafe;2.33
254;Bułka zwykła odpiekana 65;12;Pieczywo;0.60
257;Ketchupy 39;2;Artykuły spożywcze;5.90
258;Pozostałe napoje z kawomatu 19;6;Żabka Cafe;3.75
259;Napoje niegazowane do 0,5 L 17;11;Napoje;1.69
260;Zabawki dla dzieci 637;5;Niespożywcze;8.59
261;Kawa rozpuszczalna do 100 g 18;2;Artykuły spożywcze;17.43
262;Herbata czarna ekspresowa 29;2;Artykuły spożywcze;1.79
263;Piwo smakowe butelka 83;13;Piwo;4.62
264;Wino czerwone słodkie 14;20;Wino;21.32
265;Akcesoria do sprzątania 66;5;Niespożywcze;3.56
266;Pozostałe wędliny luz 172;17;Spożywka świeża;4.38
267;Wyroby mięsne luz 91;17;Spożywka świeża;9.30
268;Bułka zwykła odpiekana 61;12;Pieczywo;2.99
269;Piwo radler butelka 18;13;Piwo;3.18
270;Niespożywcze REG 11;5;Niespożywcze;1.81
271;Pieczywo REG 28;12;Pieczywo;1.39
272;Soki i nektary do 0,5 L 205;11;Napoje;2.27
274;Sery żółte plastry 105;17;Spożywka świeża;4.11
275;Gumy stiki 65;15;Słodycze;2.54
276;Lizaki impulsowe 63;15;Słodycze;0.83
278;Karma dla kota sucha 4;5;Niespożywcze;4.96
279;Przekąski za 2 zł 24;16;Słone przekąski;2.00
280;Mięso, wędliny, garmażerka REG 139;17;Spożywka świeża;6.71
281;Cukierki miękkie 79;15;Słodycze;2.17
282;Woda niegazowana smakowa do 1 L 46;11;Napoje;1.99
283;Napoje gazowane flavoured 0,6-1,4 L 23;11;Napoje;3.60
284;Produkty długoterminowe pakowane 9;6;Żabka Cafe;2.95
285;Czekolady małe 28;15;Słodycze;4.13
286;Sushi, Onigiri 17;3;Szybkie przekąski;8.99
287;Żarówki 49;5;Niespożywcze;11.99
288;Chipsy średnie 51-100g 100;16;Słone przekąski;3.89
289;Warzywa na patelnię 74;4;Mrożonki;4.18
290;Napoje niegazowane do 0,5 L 18;11;Napoje;1.72
291;Czekolady małe 234;15;Słodycze;4.34
292;Chleb zwykły długoterminowy 47;12;Pieczywo;2.83
293;Zapiekanka 33;6;Żabka Cafe;4.35
295;Wódki czyste ekonomiczne do 0,2 L 9;1;Alkohol;8.99
296;Kawa rozpuszczalna do 100 g 52;2;Artykuły spożywcze;8.72
297;Dropsy impulsowe 1;15;Słodycze;2.63
298;Sery topione bloczki i krążki 6;17;Spożywka świeża;2.83
299;Soki i nektary powyżej 0,5 L 37;11;Napoje;4.67
300;Wody dla dzieci 2;11;Napoje;1.98
301;Szynka, polędwica, schab luz 383;17;Spożywka świeża;35.66
302;Piwo jasne mainstream butelka 3;13;Piwo;2.93
303;Owoce cytrusowe 46;18;Warzywa & Owoce & Rośliny;7.56
304;Cydr do 0,5 L 9;20;Wino;4.42
305;Soki i nektary do 0,5 L 85;11;Napoje;1.27
306;Fixy 27;2;Artykuły spożywcze;3.42
307;Gumy rozpuszczalne, balonowe 89;15;Słodycze;0.50
308;Bułka gatunkowa odpiekana 37;12;Pieczywo;1.00
309;Bułka tarta 18;12;Pieczywo;2.11
310;Draże impulsowe 271;15;Słodycze;3.01
311;Dania gotowe REG 59;10;Dania gotowe;8.18
312;Herbata mrożona powyżej 1 L 33;11;Napoje;5.21
314;Dania gotowe warzywno-mięsne 105;2;Artykuły spożywcze;4.34
315;Produkty odpiekane słodkie 33;6;Żabka Cafe;1.66
316;Torebki okolicznościowe, akcesoria do pa 10;5;Niespożywcze;2.66
317;Zupy gotowe do podgrzania 94;2;Artykuły spożywcze;4.74
318;Mąki, skrobia ziemniaczana 179;2;Artykuły spożywcze;7.87
319;Musztardy 131;2;Artykuły spożywcze;2.95
320;Napoje niegazowane do 0,5 L 302;11;Napoje;2.84
321;Pianki, żele do golenia 76;5;Niespożywcze;12.89
322;Przetwory z warzyw 112;2;Artykuły spożywcze;5.51
325;Wino białe wytrawne 120;20;Wino;22.57
326;Ciasta do przygotowania 10;2;Artykuły spożywcze;3.48
327;Herbata z kawomatu 18;6;Żabka Cafe;3.99
330;Warzywa, owoce, rośliny REG 51;18;Warzywa & Owoce & Rośliny;7.17
331;Parówki 73;17;Spożywka świeża;4.22
332;Kaszki, kleiki dla dzieci 89;5;Niespożywcze;8.99
333;Kaszki, kleiki dla dzieci 46;5;Niespożywcze;9.49
334;Pierniki 68;15;Słodycze;1.87
335;Kiełbasy suche i świeże 222;17;Spożywka świeża;9.59
336;Majonezy 50;2;Artykuły spożywcze;4.87
337;Bakalie 33;2;Artykuły spożywcze;3.61
338;Odświeżacze powietrza 164;5;Niespożywcze;9.99
339;Zupki dla dzieci 27;5;Niespożywcze;5.79
340;Piwo jasne mainstream butelka 14;13;Piwo;2.21
341;Dezodoranty damskie spray 107;5;Niespożywcze;3.99
342;Kosmetyki po goleniu 14;5;Niespożywcze;27.99
343;Przyprawy w kostkach 41;2;Artykuły spożywcze;2.07
344;Śledź 62;2;Artykuły spożywcze;3.24
346;Żelki, żujki, pianki 178;15;Słodycze;3.29
347;Książki 97;5;Niespożywcze;8.69
348;Draże impulsowe 35;15;Słodycze;2.32
349;Plastry 269;17;Spożywka świeża;3.00
350;Wino różowe półsłodkie 1;20;Wino;21.59
351;Pozostałe sery 98;17;Spożywka świeża;2.88
352;Owoce cytrusowe 1;18;Warzywa & Owoce & Rośliny;10.19
354;Książki dla dzieci, kolorowanki 142;5;Niespożywcze;6.99
355;Kremy, masła czekoladowe 10;2;Artykuły spożywcze;6.99
356;Ciastka nieczekoladowe 103;15;Słodycze;3.73
357;Przyprawy sypkie mix 441;2;Artykuły spożywcze;1.64
358;Nabiał REG 136;17;Spożywka świeża;3.53
360;Batony impulsowe 240;15;Słodycze;0.97
361;Masło 28;17;Spożywka świeża;3.52
362;Jogurty smakowe małe do 200 g 108;17;Spożywka świeża;1.49
363;Płatki 6;2;Artykuły spożywcze;5.73
364;Gin 4;1;Alkohol;21.99
365;Napoje gazowane flavoured powyżej 1,4 L 50;11;Napoje;3.87
366;Soki świeże REG 15;3;Szybkie przekąski;4.65
367;Sery żółte kostka 30;17;Spożywka świeża;10.30
368;Granulowana 6;2;Artykuły spożywcze;2.85
369;Dania gotowe mięsne 26;10;Dania gotowe;6.61
371;Lizaki impulsowe 57;15;Słodycze;0.65
373;Chipsy duże powyżej 101g 85;16;Słone przekąski;5.52
375;Zabawki dla dzieci 666;5;Niespożywcze;19.99
376;Produkty odpiekane słone 26;6;Żabka Cafe;1.99
377;Biszkopty 28;15;Słodycze;4.49
378;Warzywa, owoce, rośliny REG 48;18;Warzywa & Owoce & Rośliny;2.86
379;Ketchupy 114;2;Artykuły spożywcze;5.23
380;Soki świeże REG 43;3;Szybkie przekąski;3.35
381;Napoje gazowane flavoured 0,6-1,4 L 80;11;Napoje;3.40
382;Wino białe wytrawne 55;20;Wino;16.38
383;Wódki gatunkowe mainstream do 0,5 L 126;1;Alkohol;24.42
384;Lód 12;4;Mrożonki;4.62
385;Wino musujące alkoholowe 4;20;Wino;38.58
386;Piwo bezalkoholowe puszka 14;13;Piwo;3.15
387;Napoje energetyczne do 0,4 L 73;11;Napoje;5.13
388;Lody do 500ml 224;21;Lody;16.08
390;Wino czerwone półsłodkie 53;20;Wino;16.99
391;Bułka zwykła odpiekana 68;12;Pieczywo;0.99
392;Chipsy duże powyżej 101g 106;16;Słone przekąski;4.56
393;Nabiał REG 177;17;Spożywka świeża;1.88
394;Wino czerwone wytrawne 286;20;Wino;26.13
395;Napoje mleczne 67;17;Spożywka świeża;2.79
396;Znicze, wkłady 216;5;Niespożywcze;6.73
398;Żelki, żujki, pianki 156;15;Słodycze;3.25
399;Piwo REG 6;13;Piwo;3.97
400;Pieczywo REG 56;12;Pieczywo;3.67
401;Szynka, polędwica, schab luz 27;17;Spożywka świeża;20.85
402;Niespożywcze REG 67;5;Niespożywcze;3.50
404;Woda niegazowana smakowa do 1 L 27;11;Napoje;2.59
405;Chusteczki, płyny do higieny intymnej 3;5;Niespożywcze;5.18
406;Ziemniaki 17;18;Warzywa & Owoce & Rośliny;1.99
407;Śmietana ukwaszona 7;17;Spożywka świeża;2.55
408;Wafle familijne 154;15;Słodycze;3.76
409;Napoje gazowane typu cola powyżej 1,4 L 66;11;Napoje;4.23
411;Makrela 5;2;Artykuły spożywcze;5.17
412;Jogurty pitne 159;17;Spożywka świeża;2.19
413;Chusteczki dla dzieci 18;5;Niespożywcze;7.04
414;Hot-dog 100;6;Żabka Cafe;4.99
415;Napoje energetyczne do 0,4 L 64;11;Napoje;2.42
416;Przekąski orzechowe 130;16;Słone przekąski;7.97
417;Mąki, skrobia ziemniaczana 25;2;Artykuły spożywcze;1.99
418;Kawa mielona do 100 g 12;2;Artykuły spożywcze;7.21
419;Dania mrożone rybne 74;4;Mrożonki;2.00
420;Bombonierki 192;15;Słodycze;17.22
425;Chrupki, prażynki średnie 51-100 g 160;16;Słone przekąski;3.99
426;Lody na patyku 258;21;Lody;5.32
427;Piwo jasne mainstream butelka 82;13;Piwo;2.21
428;Jogurty pitne 234;17;Spożywka świeża;1.99
429;Rogale impulsowe 24;15;Słodycze;1.83
430;Soki przecierowe powyżej 0,5 L 1;11;Napoje;3.73
431;Szynka, polędwica, schab luz 1132;17;Spożywka świeża;21.07
432;Mydło w kostce 53;5;Niespożywcze;3.26
433;Musztardy 16;2;Artykuły spożywcze;1.99
434;Napoje gazowane flavoured 0,6-1,4 L 26;11;Napoje;3.50
435;Napoje gazowane flavoured 0,6-1,4 L 85;11;Napoje;2.97
436;Nabiał REG 27;17;Spożywka świeża;2.63
437;Lody wodne 29;21;Lody;1.63
438;Pieczywo REG 9;12;Pieczywo;3.21
439;Surówki REG 79;3;Szybkie przekąski;6.32
440;Chleb gatunkowy 431;12;Pieczywo;3.27
442;Chrupki, prażynki średnie 51-100 g 74;16;Słone przekąski;2.84
443;Przyprawy sypkie mono 279;2;Artykuły spożywcze;1.53
444;Przekąski za 2 zł 42;16;Słone przekąski;1.98
445;Produkty długoterminowe pakowane 2;6;Żabka Cafe;2.69
446;Batony impulsowe 107;15;Słodycze;1.99
447;Wino białe wytrawne 132;20;Wino;28.35
448;Gumy stiki 68;15;Słodycze;3.14
449;Soki świeże REG 21;3;Szybkie przekąski;4.49
450;Sałaty 26;18;Warzywa & Owoce & Rośliny;4.24
451;Ryby wędzone 75;17;Spożywka świeża;13.41
452;Ryby, przetwory rybne, owoce morza REG 2;17;Spożywka świeża;10.97
453;Batony impulsowe 255;15;Słodycze;1.74
456;Kiełbasy świeże luz 78;17;Spożywka świeża;19.83
457;Karma dla psa mokra puszki 10;5;Niespożywcze;3.95
458;Wafle familijne 56;15;Słodycze;5.76
459;Parówki 8;17;Spożywka świeża;4.53
460;Kabanosy 18;17;Spożywka świeża;4.49
461;Akcesoria do butów 29;5;Niespożywcze;7.34
462;Piwo smakowe puszka 46;13;Piwo;11.52
463;Krakersy, talarki 53;16;Słone przekąski;3.15
464;Chipsy duże powyżej 101g 254;16;Słone przekąski;4.93
465;Pieczywo chrupkie 142;2;Artykuły spożywcze;2.42
466;Pozostałe herbaty 411;2;Artykuły spożywcze;5.92
467;Piwo specjalne butelka 169;13;Piwo;4.99
468;Nalewki 35;20;Wino;8.99
469;Przekąski za 2 zł 56;16;Słone przekąski;1.90
470;Nabiał REG 9;17;Spożywka świeża;2.60
471;Artykuły do jadalni 17;5;Niespożywcze;5.82
472;Konserwy mięsne 39;2;Artykuły spożywcze;6.45
473;Herbata owocowa ekspresowa 87;2;Artykuły spożywcze;5.15
475;Parówki luz 34;17;Spożywka świeża;12.92
476;Piwo mocne puszka 6;13;Piwo;3.16
477;Mrożone zupy 10;4;Mrożonki;5.70
478;Żabka Cafe, Freshcafe REG 43;6;Żabka Cafe;18.95
479;Woda niegazowana smakowa powyżej 1 L 58;11;Napoje;1.89
480;Syropy 131;11;Napoje;6.48
481;Cukierki miękkie 78;15;Słodycze;1.46
482;Mięso, wędliny, garmażerka REG 29;17;Spożywka świeża;16.97
483;Pozostałe desery mleczne 181;17;Spożywka świeża;1.92
484;Akcesoria dla dzieci 130;5;Niespożywcze;5.42
485;Napoje witaminowe 25;11;Napoje;1.72
486;Bombonierki 300;15;Słodycze;5.31
487;Ziemniaki 8;18;Warzywa & Owoce & Rośliny;2.29
488;Bombonierki 16;15;Słodycze;14.65
490;Lizaki impulsowe 66;15;Słodycze;5.99
491;Napoje gazowane flavoured 0,6-1,4 L 71;11;Napoje;2.97
493;Kabanosy 99;17;Spożywka świeża;4.88
494;Makarony 658;2;Artykuły spożywcze;5.99
495;Sałatki rybne 38;2;Artykuły spożywcze;3.42
496;Piwo specjalne butelka 74;13;Piwo;4.61
497;Piwo radler butelka 3;13;Piwo;3.06
498;Fixy 180;2;Artykuły spożywcze;3.99
499;Desery dla dzieci 67;5;Niespożywcze;7.99
500;Wódki gatunkowe mainstream do 0,5 L 108;1;Alkohol;19.89
501;Dezodoranty damskie spray 116;5;Niespożywcze;12.99
502;Przetwory z warzyw 118;2;Artykuły spożywcze;4.71
503;Piwo jasne mainstream puszka 96;13;Piwo;2.24
504;Woda gazowana powyżej 1 L 24;11;Napoje;2.15
505;Soki i nektary powyżej 0,5 L 321;11;Napoje;3.99
506;Sosy suche do sałatek 3;2;Artykuły spożywcze;1.72
507;Woda niegazowana do 1 L 52;11;Napoje;1.90
508;Draże impulsowe 278;15;Słodycze;3.55
509;Zupy instant 205;2;Artykuły spożywcze;2.38
510;Sosy suche do sałatek 1;2;Artykuły spożywcze;1.73
511;Worki na śmieci 114;5;Niespożywcze;4.84
512;Kabanosy 24;17;Spożywka świeża;2.99
513;Kiełbasy świeże luz 868;17;Spożywka świeża;16.99
514;Wino czerwone półsłodkie 90;20;Wino;9.99
515;Herbata czarna ekspresowa 17;2;Artykuły spożywcze;6.97
516;Chusteczki dla dzieci 6;5;Niespożywcze;9.99
517;Pozostałe płatki 21;2;Artykuły spożywcze;3.07
518;Piwo jasne premium butelka 90;13;Piwo;2.52
519;Pozostałe desery mleczne 25;17;Spożywka świeża;4.33
520;Słodycze, ciastka, przekąski EKO 18;2;Artykuły spożywcze;4.99
524;Mięso, wędliny, garmażerka REG 146;17;Spożywka świeża;20.86
525;Kremy do twarzy damskie 118;5;Niespożywcze;5.99
526;Kawa mielona do 100 g 13;2;Artykuły spożywcze;3.88
527;Dania gotowe warzywno-mięsne 289;2;Artykuły spożywcze;4.99
528;Makarony 670;2;Artykuły spożywcze;3.69
530;Kawa ziarnista 32;2;Artykuły spożywcze;25.09
531;Ciastka impulsowe 16;15;Słodycze;2.29
