Id;ProductName;CategoryId;CategoryName;AveragePrice
10409;Wafle ryżowe 81;2;Artykuły spożywcze;2.44
10410;Pieczywo REG 45;12;Pieczywo;3.48
10411;Makarony 121;2;Artykuły spożywcze;4.15
10412;Kawa z kawomatu 95;6;Żabka Cafe;5.38
10413;Smoothies 16;3;Szybkie przekąski;5.63
10414;Niespożywcze REG 19;5;Niespożywcze;4.03
10415;Warzywa, owoce, rośliny REG 295;18;Warzywa & Owoce & Rośliny;6.00
10416;Szynka, polędwica, schab luz 1108;17;Spożywka świeża;22.72
10418;Draże impulsowe 290;15;Słodycze;4.44
10419;Kabanosy 88;17;Spożywka świeża;5.75
10420;Wody witaminowe i funkcjonalne 13;11;Napoje;2.73
10421;Tuńczyk 8;2;Artykuły spożywcze;6.78
10422;Tuńczyk 65;2;Artykuły spożywcze;5.69
10423;Jogurty pitne 70;17;Spożywka świeża;3.03
10424;Sery topione bloczki i krążki 7;17;Spożywka świeża;3.19
10425;Wino czerwone słodkie 38;20;Wino;15.72
10426;Przetwory z warzyw 145;2;Artykuły spożywcze;3.06
10427;Śledź, przetwory 164;17;Spożywka świeża;2.86
10428;Ciasta świeże CL 24;6;Żabka Cafe;16.94
10429;Odżywki, maseczki 77;5;Niespożywcze;5.99
10430;Piwo jasne ekonomiczne puszka 41;13;Piwo;10.06
10432;Karma dla psa sucha przekąski 7;5;Niespożywcze;3.76
10433;Patyczki, płatki higieniczne 2;5;Niespożywcze;2.07
10434;Chleb tostowy 75;12;Pieczywo;2.99
10435;Produkty długoterminowe pakowane 19;6;Żabka Cafe;1.49
10436;Chipsy duże powyżej 101g 124;16;Słone przekąski;4.04
10437;Ciastka nieczekoladowe 72;15;Słodycze;3.81
10438;Batony impulsowe 404;15;Słodycze;2.22
10440;Śledź 13;2;Artykuły spożywcze;4.20
10441;Śledź, przetwory 183;17;Spożywka świeża;5.46
10442;Lizaki impulsowe 12;15;Słodycze;0.50
10443;Mleko świeże 11;17;Spożywka świeża;2.95
10444;Czekolady małe 48;15;Słodycze;3.07
10445;Kostki toaletowe 22;5;Niespożywcze;5.51
10446;Bakalie 339;2;Artykuły spożywcze;5.15
10447;Dania gotowe REG 67;10;Dania gotowe;7.82
10448;Chipsy duże powyżej 101g 208;16;Słone przekąski;2.98
10449;Chipsy duże powyżej 101g 128;16;Słone przekąski;6.50
10450;Makarony 120;2;Artykuły spożywcze;5.48
10451;Snacki owocowe 1;3;Szybkie przekąski;1.50
10452;Szynka, polędwica, schab luz 221;17;Spożywka świeża;8.36
10453;Soki świeże REG 31;3;Szybkie przekąski;6.05
10454;Wino musujące bezalkoholowe 2;20;Wino;10.57
10455;Herbata mrożona do 1 L 15;11;Napoje;2.00
10456;Wafle ryżowe 66;2;Artykuły spożywcze;2.99
10457;Jogurty pitne 158;17;Spożywka świeża;3.12
10460;Zabawki dla dzieci 645;5;Niespożywcze;18.14
10461;Sosy suche 31;2;Artykuły spożywcze;2.16
10462;Wino czerwone półsłodkie 91;20;Wino;24.96
10465;Paluszki, precelki 33;16;Słone przekąski;3.59
10466;Przekąski orzechowe 139;16;Słone przekąski;5.99
10467;Żelki, żujki, pianki 167;15;Słodycze;2.87
10468;Lody na patyku 246;21;Lody;1.89
10469;Zabawki dla dzieci 746;5;Niespożywcze;6.85
10470;Bułka zwykła 25;12;Pieczywo;1.06
10471;Sosy do podgrzania 55;2;Artykuły spożywcze;6.19
10473;Chałwa, sezamki impulsowe 24;15;Słodycze;1.47
10474;Woda gazowana do 1 L 9;11;Napoje;1.24
10475;Piwo smakowe puszka 36;13;Piwo;3.38
10476;Żabka Cafe, Freshcafe REG 98;6;Żabka Cafe;1.97
10477;Pozostałe produkty dla zwierząt 14;5;Niespożywcze;1.99
10478;Płatki i otręby owsiane 47;2;Artykuły spożywcze;3.57
10479;Chrupki, prażynki duże powyżej 101 g 48;16;Słone przekąski;1.98
10480;Przekąski za 2 zł 44;16;Słone przekąski;2.00
10481;Lody w kubeczku 20;21;Lody;2.99
10482;Chleb gatunkowy długoterminowy 3;12;Pieczywo;3.83
10483;Wódki gatunkowe ekonomiczne do 0,2 L 4;1;Alkohol;8.06
10484;Wafle familijne 63;15;Słodycze;2.39
10485;Surówki świeże 36;3;Szybkie przekąski;3.41
10486;Bułka gatunkowa odpiekana 7;12;Pieczywo;1.49
10487;Pozostałe pieczywo świeże 625;12;Pieczywo;1.48
10488;Pozostałe produkty mięsne 28;10;Dania gotowe;2.49
10489;Ciastka nieczekoladowe 274;15;Słodycze;2.97
10490;Napoje energetyczne do 0,4 L 105;11;Napoje;1.79
10492;Kawa mielona 251-500 g 5;2;Artykuły spożywcze;16.99
10493;Bułka zwykła 21;12;Pieczywo;1.96
10494;Kisiele 102;2;Artykuły spożywcze;1.35
10495;Mięso wieprzowe luz 64;17;Spożywka świeża;5.69
10496;Herbata mrożona puszka 13;11;Napoje;1.80
10497;Lody do 500ml 23;21;Lody;5.74
10498;Kiełbasy świeże luz 80;17;Spożywka świeża;21.15
10499;Kisiele 6;2;Artykuły spożywcze;1.22
10500;Książki 33;5;Niespożywcze;4.49
10501;Pozostałe niespożywcze 7664;5;Niespożywcze;5.12
10502;Karma dla psa sucha 64;5;Niespożywcze;18.99
10503;Kawa mielona 101-250 g 26;2;Artykuły spożywcze;9.78
10504;Pieczywo REG 49;12;Pieczywo;2.52
10505;Kawa z kawomatu 121;6;Żabka Cafe;4.81
10506;Kefir 97;17;Spożywka świeża;2.33
10507;Napoje energetyczne do 0,4 L 40;11;Napoje;2.51
10508;Piwo bezalkoholowe butelka 17;13;Piwo;3.11
10509;Herbata mrożona powyżej 1 L 16;11;Napoje;5.32
10510;Ciastka nieczekoladowe 233;15;Słodycze;4.49
10511;Przekąski za 2 zł 59;16;Słone przekąski;1.99
10512;Napoje energetyczne do 0,4 L 98;11;Napoje;2.72
10513;Książki 81;5;Niespożywcze;12.49
10514;Pozostałe przekąski orientalne 6;3;Szybkie przekąski;2.48
10515;Znicze, wkłady 13;5;Niespożywcze;5.99
10516;Sery topione w plastrach 259;17;Spożywka świeża;2.99
10517;Kanapki świeże regionalne 10;3;Szybkie przekąski;7.99
10518;Majonezy 11;2;Artykuły spożywcze;5.29
10519;Wino różowe półsłodkie 21;20;Wino;19.99
10520;Bułka zwykła odpiekana 6;12;Pieczywo;2.87
10521;Wódki gatunkowe mainstream do 0,2 L 14;1;Alkohol;15.99
10523;Musztardy 206;2;Artykuły spożywcze;2.82
10524;Wafle ryżowe 72;2;Artykuły spożywcze;2.29
10526;Napoje energetyczne do 0,4 L 96;11;Napoje;3.87
10527;Przetwory z warzyw 120;2;Artykuły spożywcze;6.98
10528;Chleb gatunkowy 464;12;Pieczywo;7.11
10529;Pieczywo REG 5;12;Pieczywo;2.84
10530;Dropsy impulsowe 143;15;Słodycze;3.38
10531;Bułka zwykła 23;12;Pieczywo;2.30
10532;Soki i nektary do 0,5 L 121;11;Napoje;2.38
10533;Wino białe wytrawne 11;20;Wino;25.99
10535;Wyroby mięsne luz 76;17;Spożywka świeża;7.50
10536;Ciasta świeże CL 15;6;Żabka Cafe;2.49
10537;Chleb gatunkowy 952;12;Pieczywo;3.53
10538;Bułka gatunkowa odpiekana 41;12;Pieczywo;3.49
10539;Napoje niegazowane powyżej 0,5 L 145;11;Napoje;3.25
10540;Chipsy duże powyżej 101g 169;16;Słone przekąski;2.80
10541;Bombonierki 327;15;Słodycze;12.47
10542;Czekolady małe 140;15;Słodycze;8.46
10543;Warzywa, owoce, rośliny REG 229;18;Warzywa & Owoce & Rośliny;1.12
10544;Ryba mrożona 92;4;Mrożonki;8.98
10545;Herbata mrożona do 1 L 75;11;Napoje;3.28
10546;Napoje witaminowe 16;11;Napoje;2.64
10548;Woda niegazowana smakowa powyżej 1 L 46;11;Napoje;3.67
10549;Warzywa kwaszone 34;18;Warzywa & Owoce & Rośliny;0.06
10550;Herbata czarna ekspresowa 53;2;Artykuły spożywcze;5.96
10551;Wódki gatunkowe mainstream do 0,5 L 137;1;Alkohol;23.74
10552;Sery topione bloczki i krążki 5;17;Spożywka świeża;2.82
10553;Chrupki, prażynki duże powyżej 101 g 52;16;Słone przekąski;3.99
10555;Przyprawy sypkie mono 46;2;Artykuły spożywcze;1.73
10557;Wafle ryżowe 77;2;Artykuły spożywcze;2.22
10558;Napoje gazowane flavoured powyżej 1,4 L 62;11;Napoje;4.52
10559;Konserwy mięsne 2;2;Artykuły spożywcze;2.99
10560;Piwo radler butelka 12;13;Piwo;2.96
10561;Warzywa inne 94;18;Warzywa & Owoce & Rośliny;5.89
10562;Płatki 61;2;Artykuły spożywcze;4.88
10563;Wino białe wytrawne 115;20;Wino;26.78
10564;Karma dla kota mokra saszetki 51;5;Niespożywcze;4.37
10565;Pozostałe przetwory mleczne 5;17;Spożywka świeża;9.97
10566;Serek 222;17;Spożywka świeża;2.26
10567;Herbata zielona, czerwona, biała ekspres 115;2;Artykuły spożywcze;5.39
10568;Sery żółte luz 325;17;Spożywka świeża;27.38
10569;Sałatki warzywne 56;3;Szybkie przekąski;6.44
10570;Margaryna i mixy do smarowania 58;17;Spożywka świeża;2.68
10571;Dżemy, konfitury 53;2;Artykuły spożywcze;4.10
10572;Pozostałe przekąski 445;16;Słone przekąski;3.99
10574;Olej 157;2;Artykuły spożywcze;6.60
10575;Soki i nektary do 0,5 L 216;11;Napoje;2.03
10576;Przekąski mięsne 15;17;Spożywka świeża;4.95
10577;Wino białe półwytrawne 14;20;Wino;21.63
10578;Akcesoria party 129;5;Niespożywcze;3.14
10579;Hot-dog 64;6;Żabka Cafe;2.78
10581;Soki i nektary powyżej 0,5 L 311;11;Napoje;3.19
10582;Sery sałatkowe 37;17;Spożywka świeża;5.64
10583;Napoje niegazowane powyżej 0,5 L 134;11;Napoje;3.38
10584;Wino białe wytrawne 51;20;Wino;30.53
10585;Soki i nektary do 0,5 L 195;11;Napoje;2.12
10586;Zupy chińskie 28;2;Artykuły spożywcze;1.84
10587;Napoje gazowane flavoured 0,6-1,4 L 43;11;Napoje;4.04
10589;Śledź, przetwory 217;17;Spożywka świeża;6.99
10590;Budynie 55;2;Artykuły spożywcze;1.67
10591;Wino czerwone słodkie 13;20;Wino;23.93
10593;Pozostałe ryby i przetwory rybne 122;17;Spożywka świeża;4.15
10594;Cukierki miękkie 89;15;Słodycze;5.17
10595;Przekąski za 2 zł 9;16;Słone przekąski;1.99
10596;Środki do mycia okien 8;5;Niespożywcze;4.39
10597;Pudding 110;17;Spożywka świeża;2.49
10598;Warzywa, owoce, rośliny REG 190;18;Warzywa & Owoce & Rośliny;4.18
10599;Woda gazowana powyżej 1 L 11;11;Napoje;2.05
10600;Bułka tarta 9;12;Pieczywo;3.50
10601;Skarpety, tekstylia damskie 68;5;Niespożywcze;4.86
10602;Dodatki do kawy 11;2;Artykuły spożywcze;4.16
10603;Warzywa na patelnię 30;4;Mrożonki;6.99
10604;Płatki i otręby owsiane 23;2;Artykuły spożywcze;5.21
10605;Sery pleśniowe 28;17;Spożywka świeża;7.30
10606;Piwo REG 12;13;Piwo;8.51
10607;Przyprawy sypkie mix 664;2;Artykuły spożywcze;7.38
10608;Chipsy duże powyżej 101g 219;16;Słone przekąski;5.11
10610;Soki świeże REG 37;3;Szybkie przekąski;4.12
10611;Dania gotowe instant 28;2;Artykuły spożywcze;2.38
10613;Serek 227;17;Spożywka świeża;1.97
10615;Dania mięsne pieczone, duszone i grillow 30;10;Dania gotowe;6.18
10616;Bombonierki 294;15;Słodycze;9.40
10617;Pianki, żele do golenia 30;5;Niespożywcze;2.60
10618;Ketchupy 147;2;Artykuły spożywcze;3.68
10619;Batony impulsowe 274;15;Słodycze;0.99
10620;Dodatki do ciast i deserów 24;2;Artykuły spożywcze;1.33
10621;Dania gotowe instant 84;2;Artykuły spożywcze;5.31
10622;Gumy stiki 46;15;Słodycze;2.59
10623;Czekolady duże 85;15;Słodycze;9.99
10624;Wódki czyste mainstream do 0,1 L 15;1;Alkohol;6.71
10625;Kanapki długoterminowe 14;3;Szybkie przekąski;3.39
10626;Sery topione w plastrach 1;17;Spożywka świeża;4.35
10627;Cukier, słodziki 5;2;Artykuły spożywcze;3.72
10628;Wódki gatunkowe mainstream do 0,1 L 63;1;Alkohol;5.59
10629;Kwiaty cięte 2;18;Warzywa & Owoce & Rośliny;3.95
10630;Środki do zmywarki 25;5;Niespożywcze;18.32
10631;Zapiekanka mrożona 7;4;Mrożonki;2.99
10634;Zapiekanka mrożona 12;4;Mrożonki;2.81
10635;Margaryna i mixy do smarowania 26;17;Spożywka świeża;3.41
10636;Napoje izotoniczne do 0,5 L 44;11;Napoje;3.40
10637;Kabanosy 92;17;Spożywka świeża;5.43
10638;Akcesoria do sprzątania 265;5;Niespożywcze;7.49
10639;Przyprawy w kostkach 43;2;Artykuły spożywcze;2.73
10640;Pozostałe napoje z kawomatu 18;6;Żabka Cafe;3.64
10641;Wino różowe słodkie 7;20;Wino;21.45
10642;Czekolady małe 230;15;Słodycze;3.34
10643;Sosy zimne, dressingi 236;2;Artykuły spożywcze;13.55
10644;Wino białe półwytrawne 18;20;Wino;5.00
10645;Zupy gotowe do podgrzania 5;2;Artykuły spożywcze;4.21
10646;Kanapki długoterminowe 102;3;Szybkie przekąski;5.99
10647;Przekąski orzechowe 144;16;Słone przekąski;15.49
10648;Przetwory z warzyw 5;2;Artykuły spożywcze;4.34
10649;Nabiał REG 180;17;Spożywka świeża;2.26
10650;Herbata zielona, czerwona, biała ekspres 114;2;Artykuły spożywcze;5.27
10651;Karma dla kota mokra puszki 36;5;Niespożywcze;2.58
10652;Tłuszcze do pieczenia 30;17;Spożywka świeża;7.49
10654;Jogurty pitne 74;17;Spożywka świeża;2.49
10655;Soki i nektary powyżej 0,5 L 180;11;Napoje;4.67
10656;Wino różowe słodkie 6;20;Wino;21.38
10657;Wody witaminowe i funkcjonalne 18;11;Napoje;2.26
10658;Panini 16;6;Żabka Cafe;4.95
10659;Kartki okolicznościowe 2;5;Niespożywcze;0.85
10660;Whisky do 0,75 L 114;1;Alkohol;61.42
10661;Pozostałe pieczywo świeże 492;12;Pieczywo;2.90
10663;Soki dlugoterminowe 8;3;Szybkie przekąski;2.92
10664;Plastry 279;17;Spożywka świeża;6.82
10665;Dania gotowe REG 87;10;Dania gotowe;11.99
10666;Napoje niegazowane do 0,5 L 340;11;Napoje;2.99
10667;Chleb tostowy 81;12;Pieczywo;4.91
10668;Nabiał REG 179;17;Spożywka świeża;2.65
10669;Bułka zwykła 5;12;Pieczywo;0.99
10670;Salami luz 35;17;Spożywka świeża;6.49
10671;Cydr powyżej 0,5 L 6;20;Wino;9.53
10672;Lizaki impulsowe 103;15;Słodycze;0.99
10673;Soki i nektary powyżej 0,5 L 306;11;Napoje;4.85
10675;Wody toaletowe damskie 4;5;Niespożywcze;9.99
10676;Warzywa kapustne 2;18;Warzywa & Owoce & Rośliny;6.79
10677;Napoje gazowane flavoured 0,6-1,4 L 30;11;Napoje;3.46
10678;Karma dla psa mokra puszki 31;5;Niespożywcze;2.99
10679;Pasztety 32;2;Artykuły spożywcze;1.39
10680;Pieczywo REG 74;12;Pieczywo;2.96
10683;Wybielacze, odplamiacze, krochmal 52;5;Niespożywcze;7.99
10685;Ciastka impulsowe 3;15;Słodycze;0.78
10686;Wódki gatunkowe mainstream do 0,5 L 138;1;Alkohol;23.93
10687;Gumy torby 96;15;Słodycze;2.66
10688;Desery 35;3;Szybkie przekąski;4.50
10689;Proszki do prania małe do 0,4 kg 3;5;Niespożywcze;9.99
10690;Kapsułki do prania 11;5;Niespożywcze;5.61
10691;Pozostałe przekąski 454;16;Słone przekąski;2.97
10692;Pieczywo REG 20;12;Pieczywo;4.71
10694;Pieczywo REG 95;12;Pieczywo;4.83
10695;Pozostałe herbaty 717;2;Artykuły spożywcze;5.99
10696;Dania jednogarnkowe 65;10;Dania gotowe;6.99
10697;Napoje gazowane flavoured powyżej 1,4 L 131;11;Napoje;3.99
10698;Żabka Cafe, Freshcafe REG 92;6;Żabka Cafe;3.01
10699;Herbata ziołowa ekspresowa 150;2;Artykuły spożywcze;2.99
10700;Wafle impulsowe 159;15;Słodycze;1.31
10701;Zapiekanka 38;6;Żabka Cafe;4.94
10702;Mleko świeże 131;17;Spożywka świeża;3.87
10703;Mydło w płynie 15;5;Niespożywcze;8.81
10704;Woda gazowana smakowa powyżej 1 L 14;11;Napoje;3.83
10705;Przyprawy w kostkach 27;2;Artykuły spożywcze;3.41
10707;Napoje gazowane flavoured do 0,6 L 102;11;Napoje;5.49
10708;Bombonierki 295;15;Słodycze;24.99
10709;Chrupki, prażynki średnie 51-100 g 143;16;Słone przekąski;2.08
10710;Lizaki impulsowe 16;15;Słodycze;2.10
10712;Bakalie 350;2;Artykuły spożywcze;3.61
10713;Herbata zielona, czerwona, biała ekspres 118;2;Artykuły spożywcze;5.48
10714;Batony impulsowe 399;15;Słodycze;2.11
10716;Nabiał REG 21;17;Spożywka świeża;3.08
10718;Owsianki instant 34;2;Artykuły spożywcze;5.58
10719;Płyny do płukania 118;5;Niespożywcze;9.72
10720;Napoje energetyczne do 0,4 L 92;11;Napoje;2.32
10721;Produkty długoterminowe pakowane 3;6;Żabka Cafe;1.92
10722;Kawa z kawomatu 111;6;Żabka Cafe;3.99
10723;Wino białe półsłodkie 96;20;Wino;11.50
10724;Sery żółte luz 311;17;Spożywka świeża;27.00
10725;Rogale impulsowe 26;15;Słodycze;2.69
10727;Nabiał REG 33;17;Spożywka świeża;3.03
10728;Warzywa, owoce, rośliny REG 34;18;Warzywa & Owoce & Rośliny;7.16
10729;Wino czerwone półsłodkie 99;20;Wino;5.62
10731;Dodatki do ciast i deserów 104;2;Artykuły spożywcze;7.85
10732;Nabiał REG 143;17;Spożywka świeża;3.41
10734;Kanapki świeże REG 11;3;Szybkie przekąski;5.50
10735;Wódki czyste mainstream do 0,5 L 70;1;Alkohol;24.99
10736;Piwo jasne mainstream puszka 17;13;Piwo;2.69
10737;Parówki 83;17;Spożywka świeża;3.78
10738;Woda niegazowana smakowa powyżej 1 L 43;11;Napoje;3.99
10739;Pasty do smarowania 6;17;Spożywka świeża;2.79
10740;Sałatki warzywne 46;3;Szybkie przekąski;8.99
10742;Mięso drobiowe luz 32;17;Spożywka świeża;10.95
10744;Żelki, żujki, pianki 150;15;Słodycze;2.72
10745;Wino białe półsłodkie 86;20;Wino;15.61
10748;Napoje gazowane typu cola do 0,6 L 26;11;Napoje;2.18
10749;Sery topione w plastrach 71;17;Spożywka świeża;4.99
10751;Piwo radler butelka 17;13;Piwo;2.94
10752;Koncentraty pomidorowe 89;2;Artykuły spożywcze;2.91
10755;Cukierki na wagę 174;15;Słodycze;23.28
10756;Sery pleśniowe 27;17;Spożywka świeża;7.34
10757;Kanapki świeże REG 15;3;Szybkie przekąski;4.47
10758;Batony impulsowe 470;15;Słodycze;2.40
10760;Bułka zwykła 87;12;Pieczywo;1.56
10761;Desery dla dzieci 33;5;Niespożywcze;3.31
10763;Karma dla psa sucha przekąski 5;5;Niespożywcze;4.68
10764;Papier toaletowy 6;5;Niespożywcze;7.25
10765;Mleko świeże 140;17;Spożywka świeża;4.94
10766;Herbata czarna ekspresowa 15;2;Artykuły spożywcze;10.73
10767;Chipsy duże powyżej 101g 229;16;Słone przekąski;4.75
10768;Smoothies 14;3;Szybkie przekąski;5.89
10769;Mięso, wędliny, garmażerka REG 184;17;Spożywka świeża;36.35
10770;Żabka Cafe, Freshcafe REG 69;6;Żabka Cafe;17.84
10771;Śledź, przetwory 207;17;Spożywka świeża;6.91
10772;Śmietana ukwaszona 176;17;Spożywka świeża;1.87
10774;Tosty 3;6;Żabka Cafe;1.86
10775;Kabanosy 117;17;Spożywka świeża;4.76
10777;Dania gotowe mączne 101;10;Dania gotowe;5.98
10778;Zupy chińskie 70;2;Artykuły spożywcze;2.47
10779;Proszki do prania małe do 0,4 kg 15;5;Niespożywcze;3.80
10782;Wódki gatunkowe mainstream do 0,5 L 124;1;Alkohol;22.90
10783;Ryże 128;2;Artykuły spożywcze;1.83
10786;Zupy instant 207;2;Artykuły spożywcze;1.05
10787;Napoje witaminowe 13;11;Napoje;1.79
10788;Przekąski za 2 zł 34;16;Słone przekąski;1.99
10789;Chipsy duże powyżej 101g 256;16;Słone przekąski;3.98
10790;Pozostałe wędliny luz 118;17;Spożywka świeża;13.60
10791;Mięso wieprzowe luz 76;17;Spożywka świeża;9.93
10793;Czekolady małe 58;15;Słodycze;4.26
10794;Ciasta świeże CL 16;6;Żabka Cafe;2.49
10795;Artykuły do jadalni 27;5;Niespożywcze;1.49
10797;Ketchupy 3;2;Artykuły spożywcze;5.71
10798;Przetwory z warzyw 128;2;Artykuły spożywcze;4.43
10799;Napoje niegazowane powyżej 0,5 L 69;11;Napoje;3.91
10800;Sosy zimne, dressingi 28;2;Artykuły spożywcze;5.45
10801;Dania gotowe REG 6;10;Dania gotowe;7.07
10803;Zupy chińskie 27;2;Artykuły spożywcze;1.87
10804;Bułka gatunkowa odpiekana 50;12;Pieczywo;1.02
10805;Herbata czarna ekspresowa 84;2;Artykuły spożywcze;18.44
10806;Woda niegazowana smakowa do 1 L 7;11;Napoje;2.35
10807;Jogurty smakowe małe do 200 g 266;17;Spożywka świeża;1.85
10808;Jogurty pitne 241;17;Spożywka świeża;3.39
10809;Ciastka nieczekoladowe 278;15;Słodycze;6.60
10810;Czekolady małe 233;15;Słodycze;8.99
10812;Woda niegazowana do 1 L 19;11;Napoje;0.91
10813;Chipsy duże powyżej 101g 218;16;Słone przekąski;2.98
10814;Sery sałatkowe 45;17;Spożywka świeża;9.59
10817;Napoje izotoniczne powyżej 0,5 L 58;11;Napoje;2.19
10819;Chleb gatunkowy 451;12;Pieczywo;2.28
10820;Batony impulsowe 418;15;Słodycze;3.83
10821;Przekąski orzechowe 122;16;Słone przekąski;3.99
10822;Chrupki, prażynki średnie 51-100 g 71;16;Słone przekąski;2.59
10823;Pozostałe wina 39;20;Wino;7.79
10824;Chipsy średnie 51-100g 106;16;Słone przekąski;3.28
10825;Bułka zwykła 591;12;Pieczywo;3.80
10826;Zupy gotowe do podgrzania 28;2;Artykuły spożywcze;4.24
10828;Herbata mrożona powyżej 1 L 32;11;Napoje;5.32
10829;Dania gotowe mięsne 11;10;Dania gotowe;13.50
10830;Jaja 63;17;Spożywka świeża;5.11
10831;Pozostałe sezonowe 202;5;Niespożywcze;7.49
10832;Ciasta świeże CL 34;6;Żabka Cafe;16.99
10834;Herbata czarna ekspresowa 31;2;Artykuły spożywcze;7.88
10836;Piwo specjalne butelka 163;13;Piwo;2.77
10837;Whisky powyżej 0,75 L 2;1;Alkohol;71.05
10838;Pozostałe płatki 27;2;Artykuły spożywcze;3.84
10840;Chleb gatunkowy długoterminowy 7;12;Pieczywo;6.82
10841;Napoje gazowane flavoured 0,6-1,4 L 57;11;Napoje;3.43
10842;Warzywa, owoce, rośliny REG 50;18;Warzywa & Owoce & Rośliny;5.58
10843;Pizza mrożona 147;4;Mrożonki;5.99
10844;Bułka zwykła odpiekana 5;12;Pieczywo;4.11
10845;Przyprawy sypkie mono 71;2;Artykuły spożywcze;2.39
10846;Akcesoria kosmetyczne 100;5;Niespożywcze;2.99
10847;Wino białe półsłodkie 91;20;Wino;8.99
10848;Torebki okolicznościowe, akcesoria do pa 77;5;Niespożywcze;2.96
10849;Szampony 363;5;Niespożywcze;12.87
10850;Napoje mleczne 24;17;Spożywka świeża;3.27
10851;Sery topione bloczki i krążki 4;17;Spożywka świeża;2.84
10852;Wino czerwone półsłodkie 89;20;Wino;16.90
10854;Smoothies 15;3;Szybkie przekąski;5.71
10855;Musztardy 189;2;Artykuły spożywcze;2.70
10856;Wypieki regionalne REG 35;6;Żabka Cafe;3.54
10857;Lody na patyku 128;21;Lody;0.96
10858;Parówki 82;17;Spożywka świeża;5.06
10859;Kawa mielona 101-250 g 1;2;Artykuły spożywcze;9.19
10860;Lody rożki 6;21;Lody;2.00
10861;Cukierki na wagę 177;15;Słodycze;23.82
10862;Gumy stiki 13;15;Słodycze;2.83
10863;Sery żółte luz 378;17;Spożywka świeża;28.45
10864;Pozostałe wędliny luz 30;17;Spożywka świeża;15.75
10865;Hot-dog 50;6;Żabka Cafe;2.98
10867;Lody rożki 15;21;Lody;3.79
10868;Ciasta do przygotowania 122;2;Artykuły spożywcze;4.79
10870;Wafle impulsowe 188;15;Słodycze;1.27
10872;Mięso, wędliny, garmażerka REG 88;17;Spożywka świeża;26.09
10873;Konserwy mięsne 1094;2;Artykuły spożywcze;5.99
10874;Cukierki na wagę 4;15;Słodycze;16.89
10875;Kremy, masła czekoladowe 18;2;Artykuły spożywcze;10.68
10876;Draże impulsowe 78;15;Słodycze;5.06
10877;Pozostałe wina 217;20;Wino;14.49
10878;Worki na śmieci 105;5;Niespożywcze;5.99
10881;Chrzany 56;2;Artykuły spożywcze;2.93
10882;Piwo jasne mainstream puszka 31;13;Piwo;2.99
10883;Żabka Cafe, Freshcafe REG 44;6;Żabka Cafe;3.36
10884;Karma dla kota mokra puszki 63;5;Niespożywcze;2.48
10886;Napoje energetyczne do 0,4 L 8;11;Napoje;2.35
10887;Napoje izotoniczne powyżej 0,5 L 5;11;Napoje;2.29
10888;Letnie kosmetyki 81;5;Niespożywcze;16.99
10889;Gumy torby 85;15;Słodycze;6.33
10890;Boczek luz 40;17;Spożywka świeża;9.99
10891;Kawa z kawomatu 118;6;Żabka Cafe;3.58
10892;Wyroby mięsne luz 95;17;Spożywka świeża;8.81
10893;Warzywa, owoce, rośliny REG 264;18;Warzywa & Owoce & Rośliny;2.38
10894;Lody rożki 24;21;Lody;2.04
10895;Artykuły szkolno-biurowe 542;5;Niespożywcze;3.85
10896;Wino czerwone wytrawne 127;20;Wino;60.21
10897;Płatki 5;2;Artykuły spożywcze;6.45
10898;Jogurty naturalne 6;17;Spożywka świeża;2.58
10899;Czekolady małe 1;15;Słodycze;6.04
10900;Żele pod prysznic, peelingi do ciała 212;5;Niespożywcze;10.64
10901;Jogurty pitne 88;17;Spożywka świeża;2.19
10902;Naleśniki, racuchy, gofry 22;10;Dania gotowe;4.99
10903;Akcesoria dekoracyjne 239;5;Niespożywcze;4.99
10904;Sałatki rybne chłodzone 109;17;Spożywka świeża;5.90
10905;Śledź, przetwory 212;17;Spożywka świeża;3.70
10906;Książki dla dzieci, kolorowanki 171;5;Niespożywcze;18.88
10907;Kremy do twarzy męskie 5;5;Niespożywcze;10.15
10908;Napoje niegazowane do 0,5 L 127;11;Napoje;5.14
10909;Sałatki mięsne 16;3;Szybkie przekąski;2.49
10910;Ciasta świeże CL 7;6;Żabka Cafe;19.99
10911;Masło 17;17;Spożywka świeża;9.12
10912;Napoje mleczne 41;17;Spożywka świeża;3.53
10914;Soki świeże REG 18;3;Szybkie przekąski;4.43
10915;Bułka zwykła 189;12;Pieczywo;2.14
10916;Dżemy, konfitury 122;2;Artykuły spożywcze;3.79
10917;Czekolady małe 223;15;Słodycze;3.30
10919;Pozostałe płatki 41;2;Artykuły spożywcze;5.70
10920;Książki dla dzieci, kolorowanki 32;5;Niespożywcze;2.49
10921;Przyprawy świata 20;2;Artykuły spożywcze;9.99
10922;Przetwory z warzyw 652;2;Artykuły spożywcze;2.74
10923;Śledź, przetwory 196;17;Spożywka świeża;5.44
10925;Lody do 500ml 178;21;Lody;6.99
10926;Pasztety 29;2;Artykuły spożywcze;1.20
10928;Akcesoria party 13;5;Niespożywcze;4.49
10929;Zapiekanka mrożona 17;4;Mrożonki;2.86
10931;Bombonierki 127;15;Słodycze;12.99
10934;Chleb gatunkowy długoterminowy 6;12;Pieczywo;3.98
10935;Niespożywcze REG 62;5;Niespożywcze;4.99
10936;Wafle impulsowe 49;15;Słodycze;1.79
